Epoch,Train_Loss,Val_Loss,Gsmooth_Stds
1,2.0626525613996716,2.1110476652781167,"[1.0242987871170044, 0.3633691668510437]"
2,1.9833257463243272,2.0194021463394165,"[1.0220248699188232, 0.3626948595046997]"
3,1.9151687622070312,1.948602517445882,"[1.0075756311416626, 0.3615475594997406]"
4,1.8739895953072443,1.9081024726231892,"[0.9985915422439575, 0.36060863733291626]"
5,1.8630703952577379,1.903676946957906,"[0.9769989848136902, 0.3581561744213104]"
6,1.8640164136886597,1.9047510226567586,"[0.985704779624939, 0.359163373708725]"
7,1.860628154542711,1.9069186051686604,"[0.9952694177627563, 0.3595673441886902]"
8,1.8582499821980794,1.9059321482976277,"[0.986322283744812, 0.358995646238327]"
9,1.8590202861362033,1.9054391781489055,"[0.9864940643310547, 0.35899537801742554]"
10,1.8588392072253757,1.904685378074646,"[1.0060795545578003, 0.36123085021972656]"
11,1.860238406393263,1.905142903327942,"[1.0160439014434814, 0.3625710606575012]"
12,1.859645340177748,1.9042290051778157,"[1.012695074081421, 0.3620210587978363]"
13,1.859579907523261,1.903691053390503,"[1.01792573928833, 0.3626028299331665]"
14,1.857881983121236,1.9038238922754924,"[0.990719199180603, 0.35972023010253906]"
15,1.857961098353068,1.9050889412562053,"[0.9970252513885498, 0.3602636158466339]"
16,1.8578201134999592,1.9040927092234294,"[1.010559320449829, 0.3619248867034912]"
17,1.8591532309850056,1.9036142428716023,"[0.9657756090164185, 0.3571171462535858]"
18,1.859646929634942,1.904601256052653,"[0.962746262550354, 0.35643863677978516]"
19,1.8577986425823636,1.9030348062515259,"[0.9955822229385376, 0.36011332273483276]"
20,1.8592152860429552,1.9040470123291016,"[0.9676183462142944, 0.35749125480651855]"
21,1.858653677834405,1.903515617052714,"[1.0031037330627441, 0.3611055314540863]"
22,1.8583592971165974,1.902813156445821,"[1.0023939609527588, 0.36122095584869385]"
23,1.858069274160597,1.9037260214487712,"[1.017517328262329, 0.3627631664276123]"
24,1.8593811326556735,1.9032126665115356,"[1.018480896949768, 0.36298462748527527]"
25,1.8594682614008586,1.9041554133097331,"[0.9973954558372498, 0.3599926233291626]"
26,1.857226053873698,1.9020966688791912,"[0.9999814033508301, 0.3609786033630371]"
27,1.8589789205127292,1.9049803813298543,"[0.9802279472351074, 0.3590153157711029]"
28,1.8582633866204157,1.9031569560368855,"[1.008213996887207, 0.3619755804538727]"
29,1.8576459884643555,1.9028014341990154,"[0.9984675645828247, 0.36096301674842834]"
30,1.858935210439894,1.903676430384318,"[1.0185189247131348, 0.36299675703048706]"
31,1.857278863588969,1.9020357926686604,"[0.9798446297645569, 0.3585274815559387]"
32,1.8572687837812636,1.902640700340271,"[0.9923160672187805, 0.359952449798584]"
33,1.85758466190762,1.9035183986028035,"[0.9969849586486816, 0.36074140667915344]"
34,1.857183747821384,1.9027088483174641,"[0.9970645904541016, 0.3606066107749939]"
35,1.8556592331992254,1.9019688367843628,"[1.0088437795639038, 0.3616402745246887]"
36,1.8568986919191148,1.9022624890009563,"[0.9823834300041199, 0.35863015055656433]"
37,1.8567155599594116,1.9029984871546428,"[1.0015480518341064, 0.3609299063682556]"
38,1.8553324010637071,1.9017988046010335,"[1.0003178119659424, 0.36096301674842834]"
39,1.8566530678007338,1.9037861029307048,"[0.9840929508209229, 0.3589388132095337]"
40,1.8570067087809246,1.9011317094167073,"[0.9759863615036011, 0.3578183054924011]"
41,1.8572990894317627,1.901681939760844,"[1.0025970935821533, 0.3607001304626465]"
42,1.8565323087904189,1.9037291208902996,"[0.9915236830711365, 0.3596230447292328]"
43,1.8578497171401978,1.9026046991348267,"[1.016265630722046, 0.36253541707992554]"
44,1.8552660942077637,1.9011926253636677,"[1.0194590091705322, 0.36273759603500366]"
45,1.85669387711419,1.9026397864023845,"[0.9924145936965942, 0.3594328463077545]"
46,1.8558106687333848,1.9031291007995605,"[0.9774971604347229, 0.3580276370048523]"
47,1.857458061642117,1.9017453988393147,"[1.0151689052581787, 0.3619447648525238]"
48,1.8568222655190363,1.900709907213847,"[1.0003271102905273, 0.36018526554107666]"
49,1.857724454667833,1.9051980177561443,"[0.9921383857727051, 0.35940104722976685]"
50,1.8571721580293443,1.9020292361577351,"[0.9894261360168457, 0.3593030869960785]"
